primary_key	age	gender	product_key	product	gross_revenue	discount	NPS_score	Churn_risk
7612	36	male	2	medium	22.39	2.61	9	0.671
7613	44	unknown	2	medium	16.51	3.49	5	0.577
7614	30	female	3	large	36.98	3.02	3	0.512
7615	24	male	2	medium	16.59	3.41	5	0.476
7616	58	unknown	2	medium	22.21	2.79	4	0.58
7617	59	male	2	medium	15.13	4.87	1	0.965
7618	36	male	1	small	9.07	5.93	4	0.396
7619	18	female	3	large	39.05	5.95	9	0.386
7620	19	female	3	large	33.03	1.97	6	0.33
7621	32	male	3	large	33.1	1.9	6	0.522
7622	53	male	1	small	11.24	3.76	3	0.64
7623	24	male	2	medium	18.33	1.67	7	0.081
7624	19	male	2	medium	16.85	3.15	6	0.511
7625	46	male	2	medium	15.1	4.9	6	0.538
7626	18	female	1	small	5.83	4.17	3	0.712
7627	38	unknown	2	medium	22.03	2.97	2	0.531
7628	27	female	3	large	38.01	1.99	3	0.255
7629	52	male	1	small	9.03	5.97	3	0.233
7630	55	unknown	1	small	13.84	1.16	6	0.852
7631	35	female	2	medium	15.32	4.68	1	0.425
7632	24	unknown	2	medium	24.01	5.99	2	0.187
7633	31	female	3	large	39.7	5.3	6	0.626
7634	42	unknown	2	medium	22.46	2.54	5	0.398
7635	45	female	2	medium	19.79	5.21	1	0.456
7636	23	female	2	medium	21.12	3.88	7	0.758
7637	32	unknown	2	medium	16.5	3.5	7	0.368
7638	20	male	2	medium	17.03	2.97	1	0.041
7639	47	male	2	medium	16.47	3.53	6	0.595
7640	54	male	1	small	8.33	1.67	5	0.333
7641	32	female	2	medium	23.75	1.25	5	0.62
7642	54	male	2	medium	19.5	5.5	6	0.263
7643	54	unknown	2	medium	15.55	4.45	2	0.72
7644	33	male	2	medium	16.04	3.96	5	0.273
7645	44	female	1	small	13.29	1.71	6	0.932
7646	44	male	3	large	36.21	3.79	5	0.117
7647	31	unknown	1	small	14.53	5.47	4	0.928
7648	46	unknown	2	medium	17.56	2.44	4	0.817
7649	42	male	3	large	34.81	5.19	4	0.181
7650	42	female	1	small	5.33	4.67	9	0.162
7651	59	female	3	large	35.43	4.57	3	0.728
7652	60	male	2	medium	19.2	5.8	2	0.421
7653	24	male	2	medium	20.16	4.84	3	0.454
7654	43	female	2	medium	19.65	5.35	2	0.139
7655	31	male	2	medium	23.75	1.25	5	0.231
7656	38	male	3	large	36.17	3.83	6	0.353
7657	28	male	2	medium	24.79	5.21	7	0.632
7658	38	male	3	large	30.44	4.56	5	0.202
7659	47	female	3	large	33.98	1.02	4	0.559
7660	31	female	1	small	10.61	4.39	4	0.45
7661	53	female	3	large	34.6	5.4	2	0.522
7662	20	female	1	small	9.28	5.72	7	0.227
7663	44	unknown	3	large	35.03	4.97	1	0.28
7664	33	male	3	large	35.86	4.14	9	0.678
7665	29	female	2	medium	16.54	3.46	2	0.656
7666	49	male	2	medium	24.22	5.78	3	0.412
7667	37	male	2	medium	16.57	3.43	3	0.563
7668	39	male	3	large	39.74	5.26	9	0.711
7669	29	male	2	medium	18.55	1.45	6	0.438
7670	29	male	2	medium	15.9	4.1	5	0.554
7671	59	male	2	medium	21.75	3.25	7	0.657
7672	40	male	2	medium	17.05	2.95	9	0.478
7673	38	male	3	large	39.66	5.34	8	0.326
7674	23	male	2	medium	23.54	1.46	3	0.329
7675	29	unknown	2	medium	18.15	1.85	5	0.926
7676	47	male	2	medium	18.55	1.45	5	0.077
7677	51	female	2	medium	23.22	1.78	1	0.224
7678	39	female	2	medium	23.44	1.56	4	0.637
7679	48	male	2	medium	15.9	4.1	2	0.365
7680	55	female	1	small	10.91	4.09	6	0.649
7681	59	unknown	2	medium	15.33	4.67	3	0.693
7682	54	male	1	small	14.62	5.38	5	0.483
7683	36	male	1	small	5.95	4.05	3	0.766
7684	54	female	1	small	11.64	3.36	4	0.166
7685	55	male	1	small	12.33	2.67	2	0.485
7686	20	male	2	medium	19.27	5.73	4	0.342
7687	30	male	1	small	14.19	5.81	3	0.421
7688	35	unknown	2	medium	15.22	4.78	6	0.226
7689	28	male	2	medium	23.41	1.59	7	0.469
7690	25	male	3	large	33.04	1.96	1	0.353
7691	45	unknown	2	medium	20.29	4.71	5	0.378
7692	32	unknown	1	small	6.83	3.17	5	0.865
7693	42	unknown	2	medium	18.89	1.11	7	0.858
7694	37	male	3	large	32.45	2.55	1	0.122
7695	21	unknown	2	medium	17.86	2.14	4	0.61
7696	57	unknown	2	medium	17.82	2.18	5	0.295
7697	20	male	1	small	7.64	2.36	5	0.539
7698	21	male	1	small	6.83	3.17	6	0.59
7699	57	male	3	large	37.15	2.85	7	0.573
7700	33	male	2	medium	16.03	3.97	3	0.833
7701	23	female	1	small	10.05	4.95	1	0.598
7702	35	male	1	small	5.51	4.49	2	0.549
7703	24	male	3	large	30.3	4.7	2	0.559
7704	50	unknown	2	medium	21.26	3.74	4	0.259
7705	21	female	1	small	5.85	4.15	5	0.451
7706	57	female	2	medium	19.07	5.93	8	0.493
7707	46	female	2	medium	18.29	1.71	1	0.342
7708	31	unknown	3	large	33.17	1.83	1	0.65
7709	43	male	2	medium	21.8	3.2	3	0.68
7710	55	female	1	small	12.04	2.96	9	0.508
7711	54	female	1	small	12.57	2.43	6	0.714
7712	33	male	2	medium	23.34	1.66	1	0.827
7713	20	unknown	1	small	7.97	2.03	7	0.287
7714	29	male	2	medium	18.81	1.19	7	0.215
7715	58	male	2	medium	15.16	4.84	6	0.297
7716	22	female	1	small	5.82	4.18	3	0.078
7717	41	male	3	large	30.02	4.98	2	0.643
7718	30	male	2	medium	18.19	1.81	4	0.377
7719	47	female	1	small	9.61	5.39	2	0.718
7720	37	female	2	medium	24.17	5.83	7	0.247
7721	55	female	2	medium	18.81	1.19	4	0.786
7722	30	male	2	medium	16.05	3.95	4	0.959
7723	35	male	1	small	5.7	4.3	5	0.551
7724	45	male	1	small	5.9	4.1	5	0.661
7725	57	female	2	medium	18.12	1.88	3	0.321
7726	21	unknown	2	medium	20.91	4.09	4	0.214
7727	33	male	3	large	33.24	1.76	2	0.454
7728	57	unknown	2	medium	23.27	1.73	2	0.497
7729	31	male	1	small	8.3	1.7	3	0.318
7730	59	female	3	large	34.01	5.99	1	0.438
7731	25	male	3	large	35.58	4.42	1	0.712
7732	25	unknown	1	small	6.47	3.53	3	0.703
7733	35	female	1	small	7.73	2.27	4	0.518
7734	47	male	1	small	14.55	5.45	2	0.467
7735	57	male	1	small	8.06	1.94	6	0.401
7736	39	female	2	medium	15.21	4.79	5	0.525
7737	20	male	2	medium	23.09	1.91	3	0.269
7738	35	unknown	1	small	12.55	2.45	4	0.017
7739	27	unknown	2	medium	23.19	1.81	4	0.56
7740	37	male	2	medium	20.95	4.05	2	0.633
7741	58	male	2	medium	19.06	5.94	5	0.346
7742	27	male	2	medium	23.67	1.33	6	0.101
7743	54	female	1	small	6	4	5	0.874
7744	25	unknown	1	small	8.29	1.71	5	0.352
7745	51	female	1	small	6.41	3.59	5	0.22
7746	33	male	2	medium	18.96	1.04	7	0.549
7747	49	male	2	medium	16.72	3.28	1	0.84
7748	54	male	2	medium	20.27	4.73	3	0.44
7749	21	female	2	medium	21.92	3.08	2	0.257
7750	32	unknown	3	large	39.24	5.76	7	0.313
7751	46	male	2	medium	18.25	1.75	4	0.514
7752	58	male	1	small	10.77	4.23	5	0.366
7753	44	male	2	medium	22.03	2.97	4	0.296
7754	46	male	1	small	8.52	1.48	5	0.66
7755	19	male	3	large	37.15	2.85	3	0.567
7756	58	unknown	3	large	39.02	5.98	6	0.765
7757	38	unknown	2	medium	24.05	5.95	1	0.155
7758	30	female	2	medium	16.68	3.32	3	0.385
7759	58	male	1	small	10.52	4.48	3	0.137
7760	43	male	2	medium	23.94	1.06	2	0.546
7761	50	female	2	medium	20.21	4.79	4	0.58
7762	43	female	3	large	33.64	1.36	8	0.578
7763	57	male	1	small	8.74	1.26	1	0.524
7764	22	unknown	2	medium	24.28	5.72	3	0.107
7765	49	unknown	3	large	32.38	2.62	6	0.69
7766	29	female	2	medium	21.47	3.53	3	0.08
7767	57	male	2	medium	18.45	1.55	6	0.123
7768	33	male	1	small	14.77	5.23	5	0.259
7769	56	male	2	medium	22.71	2.29	1	0.843
7770	22	male	2	medium	23.04	1.96	6	0.428
7771	54	female	1	small	10.75	4.25	9	0.563
7772	41	unknown	2	medium	21.99	3.01	5	0.602
7773	45	female	2	medium	18.75	1.25	6	0.499
7774	24	male	2	medium	18.46	1.54	4	0.52
7775	29	unknown	2	medium	19.97	5.03	5	0.37
7776	30	male	2	medium	24.86	5.14	3	0.427
7777	26	male	3	large	34.89	5.11	1	0.464
7778	48	male	3	large	31.46	3.54	7	0.542
7779	50	unknown	2	medium	22.98	2.02	7	0.357
7780	57	female	1	small	14.84	5.16	1	0.356
7781	21	male	1	small	10.61	4.39	7	0.909
7782	53	female	3	large	30.23	4.77	6	0.724
7783	21	female	2	medium	16.8	3.2	4	0.587
7784	44	male	3	large	36.06	3.94	7	0.484
7785	47	male	1	small	12.05	2.95	9	0.132
7786	27	female	2	medium	24.97	5.03	4	0.871
7787	30	female	2	medium	24.17	5.83	5	0.492
7788	18	male	3	large	35.77	4.23	3	0.639
7789	22	male	1	small	8.12	1.88	5	0.212
7790	37	male	2	medium	17.3	2.7	1	0.669
7791	43	male	3	large	31.44	3.56	5	0.754
7792	57	male	1	small	11.71	3.29	8	0.281
7793	37	unknown	2	medium	19.67	5.33	5	0.535
7794	30	male	2	medium	18.79	1.21	8	0.366
7795	23	unknown	2	medium	21.02	3.98	4	0.532
7796	38	unknown	2	medium	18.91	1.09	1	0.034
7797	30	female	2	medium	20.67	4.33	9	0.614
7798	25	unknown	1	small	14.3	5.7	6	0.124
7799	44	female	2	medium	16.42	3.58	5	0.614
7800	39	female	1	small	8.16	1.84	1	0.251
7801	41	male	2	medium	21.37	3.63	3	0.563
7802	26	male	2	medium	16.36	3.64	3	0.422
7803	23	unknown	1	small	5.39	4.61	4	0.556
7804	37	female	1	small	11.67	3.33	6	0.198
7805	43	male	2	medium	15.92	4.08	5	0.862
7806	23	male	1	small	10.84	4.16	2	0.55
7807	51	unknown	3	large	36.88	3.12	6	0.426
7808	21	unknown	3	large	34.06	5.94	2	0.418
7809	57	unknown	1	small	7.26	2.74	4	0.323
7810	26	male	3	large	37.77	2.23	4	0.028
7811	55	male	3	large	35.98	4.02	7	0.249
7812	25	male	2	medium	23.74	1.26	1	0.104
7813	41	unknown	2	medium	20.8	4.2	5	0.268
7814	53	female	3	large	38.49	1.51	2	0.366
7815	20	male	1	small	8.83	1.17	1	0.461
7816	59	female	2	medium	22.45	2.55	3	0.476
7817	51	male	2	medium	22.11	2.89	5	0.604
7818	36	female	2	medium	23.97	1.03	4	0.419
7819	19	male	2	medium	22.93	2.07	1	0.92
7820	40	male	2	medium	19.72	5.28	5	0.575
7821	42	male	2	medium	15.67	4.33	2	0.74
7822	52	male	3	large	34.47	5.53	5	0.859
7823	42	female	2	medium	20.66	4.34	4	0.498
7824	60	male	2	medium	18.55	1.45	2	0.417
7825	40	unknown	2	medium	23.69	1.31	7	0.551
7826	48	male	3	large	35.88	4.12	7	0.288
7827	33	male	2	medium	22.28	2.72	3	0.228
7828	29	male	2	medium	18.61	1.39	1	0.249
7829	27	unknown	2	medium	17.01	2.99	2	0.66
7830	31	unknown	3	large	37.14	2.86	6	0.056
7831	42	male	2	medium	21.49	3.51	5	0.235
7832	55	male	3	large	36.1	3.9	6	0.422
7833	29	male	2	medium	21.27	3.73	2	0.402
7834	51	unknown	3	large	37.46	2.54	2	0.414
7835	35	female	1	small	12.75	2.25	4	0.243
7836	22	male	1	small	7.72	2.28	4	0.283
7837	35	male	2	medium	19.53	5.47	4	0.46
7838	56	unknown	2	medium	23.53	1.47	8	0.659
7839	47	male	2	medium	18.88	1.12	3	0.609
7840	30	unknown	2	medium	24.08	5.92	6	0.113
7841	53	male	2	medium	16.48	3.52	4	0.485
7842	52	male	3	large	35.5	4.5	6	0.619
7843	34	male	2	medium	18.67	1.33	6	0.466
7844	33	unknown	2	medium	18.31	1.69	6	0.183
7845	19	female	1	small	5.42	4.58	3	0.424
7846	41	female	1	small	9.78	5.22	1	0.187
7847	32	male	2	medium	19.85	5.15	6	0.368
7848	43	unknown	2	medium	19.83	5.17	5	0.527
7849	22	male	2	medium	18.22	1.78	7	0.134
7850	33	male	3	large	37.67	2.33	5	0.402
7851	43	unknown	1	small	7.07	2.93	1	0.509
7852	19	unknown	1	small	10.86	4.14	2	0.686
7853	38	female	3	large	37.33	2.67	1	0.722
7854	25	unknown	1	small	10.63	4.37	4	0.155
7855	50	male	1	small	10.68	4.32	4	0.465
7856	56	male	1	small	11.91	3.09	2	0.324
7857	48	male	2	medium	20.56	4.44	6	0.223
7858	20	female	3	large	30.88	4.12	2	0.614
7859	39	male	1	small	13.62	1.38	3	0.227
7860	52	female	2	medium	20.84	4.16	4	0.176
7861	57	unknown	2	medium	20.49	4.51	2	0.554
7862	43	male	1	small	13.55	1.45	3	0.521
7863	25	male	3	large	37.93	2.07	9	0.87
7864	29	male	1	small	11.58	3.42	2	0.283
7865	46	male	1	small	8.67	1.33	4	0.536
7866	36	unknown	3	large	32.81	2.19	2	0.26
7867	26	female	1	small	7.68	2.32	5	0.666
7868	40	female	2	medium	20.89	4.11	2	0.085
7869	28	unknown	3	large	36.3	3.7	6	0.567
7870	43	unknown	3	large	37.48	2.52	1	0.627
7871	48	male	2	medium	17.29	2.71	3	0.331
7872	37	unknown	2	medium	17.44	2.56	5	0.437
7873	49	male	2	medium	16.23	3.77	4	0.47
7874	50	male	1	small	7.18	2.82	3	0.178
7875	18	unknown	3	large	33.25	1.75	2	0.125
7876	54	unknown	3	large	35.53	4.47	5	0.637
7877	46	unknown	2	medium	18.51	1.49	2	0.596
7878	29	male	3	large	37.7	2.3	8	0.789
7879	32	male	1	small	10.62	4.38	1	0.472
7880	23	male	3	large	36.13	3.87	5	0.42
7881	49	male	1	small	14.78	5.22	7	0.438
7882	46	male	3	large	39.36	5.64	3	0.743
7883	38	male	3	large	30.16	4.84	4	0.642
7884	30	male	3	large	37.06	2.94	4	0.476
7885	39	unknown	2	medium	24.21	5.79	6	0.47
7886	32	male	1	small	7.51	2.49	6	0.151
7887	34	unknown	3	large	30.63	4.37	3	0.256
7888	30	unknown	3	large	34.12	5.88	4	0.555
7889	50	female	2	medium	19.13	5.87	5	0.497
7890	55	male	2	medium	21.8	3.2	4	0.711
7891	31	unknown	2	medium	20.85	4.15	2	0.65
7892	53	unknown	3	large	34.01	5.99	2	0.032
7893	58	female	3	large	30.06	4.94	5	0.677
7894	38	male	2	medium	18.92	1.08	4	0.434
7895	27	male	1	small	10.49	4.51	2	0.412
7896	53	female	3	large	36.34	3.66	7	0.127
7897	57	unknown	2	medium	21.68	3.32	2	0.118
7898	40	male	3	large	34.95	5.05	4	0.659
7899	39	unknown	1	small	5.61	4.39	8	0.291
7900	52	male	3	large	37.8	2.2	8	0.134
7901	52	female	2	medium	18.42	1.58	7	0.013
7902	31	male	2	medium	20.3	4.7	8	0.449
7903	56	unknown	2	medium	18.57	1.43	7	0.274
7904	20	female	2	medium	23.87	1.13	6	0.438
7905	39	female	2	medium	20.79	4.21	9	0.149
7906	19	female	1	small	12.25	2.75	6	0.376
7907	44	female	1	small	14.49	5.51	5	0.48
7908	27	male	2	medium	15.78	4.22	4	0.347
7909	39	male	1	small	9.66	5.34	2	0.429
7910	45	male	1	small	5.66	4.34	4	0.724
7911	52	male	1	small	9.41	5.59	6	0.5
7912	54	female	2	medium	21.04	3.96	3	0.579
7913	59	male	2	medium	21.91	3.09	4	0.379
7914	19	male	3	large	39.59	5.41	6	0.595
7915	54	male	3	large	38.13	1.87	5	0.476
7916	25	male	2	medium	21.51	3.49	6	0.465
7917	40	male	1	small	11.54	3.46	2	0.619
7918	24	male	3	large	37.68	2.32	4	0.428
7919	53	male	2	medium	22.86	2.14	2	0.776
7920	37	male	1	small	9.85	5.15	9	0.489
7921	52	male	2	medium	19.82	5.18	6	0.486
7922	43	female	1	small	9.04	5.96	6	0.228
7923	57	male	2	medium	22.58	2.42	3	0.78
7924	39	male	2	medium	18.51	1.49	2	0.412
7925	36	female	2	medium	15.79	4.21	4	0.062
7926	47	male	2	medium	22.59	2.41	6	0.644
7927	41	male	2	medium	24.87	5.13	2	0.549
7928	38	female	1	small	10.75	4.25	2	0.347
7929	42	unknown	3	large	32.13	2.87	5	0.484
7930	43	female	2	medium	24.94	5.06	5	0.618
7931	52	unknown	1	small	10.03	4.97	4	0.413
7932	32	female	2	medium	22.35	2.65	4	0.273
7933	36	male	3	large	38.52	1.48	6	0.293
7934	49	female	3	large	35.44	4.56	1	0.525
7935	38	male	2	medium	24.88	5.12	5	0.647
7936	39	male	2	medium	22.21	2.79	6	0.915
7937	41	female	2	medium	19.31	5.69	6	0.115
7938	44	male	1	small	8.29	1.71	5	0.327
7939	38	female	2	medium	20.86	4.14	5	0.549
7940	29	female	3	large	38.41	1.59	7	0.077
7941	25	male	2	medium	24.32	5.68	3	0.424
7942	18	male	2	medium	24.56	5.44	9	0.472
7943	47	male	1	small	6.65	3.35	5	0.207
7944	32	male	3	large	36.49	3.51	2	0.539
7945	22	male	2	medium	16.88	3.12	8	0.52
7946	39	female	2	medium	17.26	2.74	7	0.216
7947	53	unknown	2	medium	17.31	2.69	2	0.37
7948	18	male	2	medium	19.36	5.64	5	0.319
7949	37	unknown	2	medium	18.37	1.63	4	0.443
7950	45	male	2	medium	17.98	2.02	3	0.851
7951	45	male	1	small	13.62	1.38	3	0.425
7952	53	male	1	small	11.01	3.99	8	0.541
7953	25	male	2	medium	17.17	2.83	5	0.853
7954	42	male	2	medium	20.98	4.02	1	0.811
7955	42	unknown	3	large	36.24	3.76	4	0.179
7956	38	female	2	medium	20.71	4.29	3	0.345
7957	20	male	3	large	31.74	3.26	7	0.39
7958	49	male	3	large	36.4	3.6	7	0.517
7959	53	female	2	medium	23.96	1.04	4	0.33
7960	52	unknown	2	medium	23.79	1.21	3	0.411
7961	42	unknown	3	large	38.08	1.92	5	0.472
7962	46	unknown	2	medium	24.23	5.77	2	0.312
7963	20	unknown	2	medium	19.85	5.15	5	0.589
7964	26	female	2	medium	22.36	2.64	3	0.328
7965	30	unknown	2	medium	18.34	1.66	4	0.216
7966	21	male	2	medium	21.8	3.2	4	0.285
7967	19	unknown	3	large	37.02	2.98	2	0.676
7968	45	male	2	medium	24.68	5.32	3	0.542
7969	20	unknown	1	small	11.83	3.17	3	0.016
7970	53	male	2	medium	20.72	4.28	2	0.329
7971	37	unknown	2	medium	19.73	5.27	7	0.244
7972	40	male	2	medium	16.1	3.9	2	0.426
7973	48	male	2	medium	17.77	2.23	6	0.494
7974	58	male	2	medium	16.15	3.85	7	0.246
7975	26	unknown	2	medium	20.89	4.11	6	0.228
7976	47	male	2	medium	19.45	5.55	6	0.925
7977	34	male	1	small	12.8	2.2	3	0.545
7978	48	unknown	1	small	7.56	2.44	2	0.664
7979	44	male	3	large	39.45	5.55	2	0.328
7980	29	female	3	large	33.42	1.58	3	0.269
7981	31	male	1	small	9.32	5.68	3	0.355
7982	24	female	3	large	36.53	3.47	6	0.515
7983	26	unknown	3	large	39.32	5.68	7	0.316
7984	31	unknown	2	medium	21.85	3.15	5	0.616
7985	32	female	2	medium	21.17	3.83	4	0.023
7986	38	male	2	medium	20.92	4.08	2	0.519
7987	24	male	1	small	11.31	3.69	5	0.034
7988	52	unknown	1	small	11.28	3.72	3	0.273
7989	30	unknown	3	large	35.32	4.68	3	0.768
7990	42	male	2	medium	23.44	1.56	9	0.763
7991	50	female	3	large	34.14	5.86	1	0.149
7992	32	unknown	1	small	7.28	2.72	6	0.551
7993	36	male	2	medium	21.21	3.79	4	0.655
7994	32	unknown	2	medium	24.88	5.12	2	0.374
7995	19	unknown	1	small	5.48	4.52	5	0.721
7996	35	male	2	medium	18.3	1.7	4	0.412
7997	33	unknown	2	medium	22.26	2.74	6	0.512
7998	33	female	2	medium	21.1	3.9	4	0.218
7999	35	male	2	medium	20.88	4.12	6	0.374
8000	56	male	3	large	38.77	1.23	5	0.456
8001	32	unknown	1	small	5.55	4.45	5	0.639
8002	22	male	3	large	38.35	1.65	4	0.948
8003	37	female	2	medium	20.78	4.22	7	0.789
8004	45	male	3	large	30.98	4.02	1	0.68
8005	48	female	1	small	7.64	2.36	1	0.521
8006	20	female	1	small	11.06	3.94	2	0.579
8007	51	unknown	3	large	35.72	4.28	4	0.788
8008	33	female	2	medium	22.28	2.72	5	0.352
8009	57	male	3	large	35.57	4.43	4	0.156
8010	55	male	1	small	7.86	2.14	3	0.338
8011	32	male	1	small	11.86	3.14	2	0.102
8012	52	female	2	medium	21.53	3.47	7	0.456
8013	35	male	2	medium	19.6	5.4	6	0.601
8014	50	female	2	medium	21.45	3.55	6	0.874
8015	32	female	2	medium	24.88	5.12	6	0.155
8016	45	male	2	medium	18.92	1.08	6	0.257
8017	22	male	3	large	39.86	5.14	5	0.641
8018	48	unknown	3	large	38.59	1.41	4	0.558
8019	51	male	3	large	39.56	5.44	6	0.322
8020	51	male	2	medium	18.11	1.89	6	0.325
8021	54	male	3	large	37.74	2.26	4	0.667
8022	41	male	2	medium	23.95	1.05	3	0.149
8023	31	male	3	large	38.5	1.5	6	0.581
8024	22	female	2	medium	16.35	3.65	4	0.493
8025	34	male	2	medium	24.09	5.91	6	0.679
8026	51	male	2	medium	22.17	2.83	5	0.476
8027	26	male	1	small	9.71	5.29	7	0.409
8028	52	unknown	2	medium	18.97	1.03	6	0.231
8029	31	male	2	medium	15.04	4.96	5	0.856
8030	48	male	2	medium	24.49	5.51	6	0.444
8031	24	female	2	medium	20.94	4.06	3	0.694
8032	39	male	1	small	14.55	5.45	4	0.688
8033	54	female	1	small	5.37	4.63	7	0.446
8034	40	male	1	small	8.06	1.94	3	0.738
8035	32	female	2	medium	15.09	4.91	4	0.214
8036	35	female	1	small	10.72	4.28	5	0.285
8037	32	male	3	large	35.19	4.81	2	0.373
8038	50	male	3	large	35.26	4.74	5	0.314
8039	37	unknown	1	small	7.89	2.11	2	0.512
8040	32	male	3	large	35.69	4.31	2	0.3
8041	58	unknown	2	medium	22.09	2.91	5	0.432
8042	37	unknown	3	large	30.42	4.58	6	0.699
8043	29	male	2	medium	20.27	4.73	6	0.68
8044	58	male	1	small	11.27	3.73	5	0.163
8045	46	unknown	3	large	30.4	4.6	5	0.371
8046	20	male	2	medium	20.38	4.62	7	0.416
8047	48	male	1	small	9.73	5.27	5	0.594
8048	28	male	2	medium	22.38	2.62	2	0.012
8049	48	unknown	2	medium	16.89	3.11	2	0.398
8050	24	female	3	large	33.56	1.44	4	0.024
8051	31	male	1	small	12.89	2.11	2	0.72
8052	48	unknown	1	small	9.53	5.47	5	0.255
8053	48	male	3	large	31.21	3.79	5	0.055
8054	24	male	3	large	35.9	4.1	5	0.62
8055	54	male	2	medium	16.92	3.08	5	0.863
8056	25	male	1	small	12.54	2.46	4	0.277
8057	51	female	1	small	14.45	5.55	3	0.478
8058	26	female	3	large	38.78	1.22	3	0.103
8059	38	male	2	medium	15.98	4.02	4	0.015
8060	40	male	2	medium	15.41	4.59	4	0.797
8061	43	unknown	1	small	12.35	2.65	4	0.674
8062	42	unknown	2	medium	20.56	4.44	2	0.424
8063	59	unknown	3	large	33.54	1.46	4	0.606
8064	37	male	3	large	39.18	5.82	5	0.674
8065	25	female	2	medium	15.91	4.09	5	0.397
8066	60	male	2	medium	22.51	2.49	3	0.513
8067	56	male	3	large	32.09	2.91	3	0.576
8068	23	unknown	2	medium	23.34	1.66	5	0.725
8069	25	unknown	2	medium	20.06	4.94	4	0.037
8070	36	unknown	2	medium	23.23	1.77	6	0.318
8071	29	male	2	medium	22.83	2.17	4	0.136
8072	60	unknown	2	medium	22.85	2.15	5	0.342
8073	27	male	2	medium	22.68	2.32	3	0.412
8074	57	male	1	small	13.94	1.06	6	0.932
8075	20	male	3	large	33.73	1.27	3	0.423
8076	28	male	3	large	30.68	4.32	3	0.162
8077	28	male	3	large	32.59	2.41	3	0.577
8078	32	male	2	medium	21.92	3.08	1	0.577
8079	38	unknown	1	small	12.41	2.59	3	0.47
8080	58	female	3	large	37.16	2.84	6	0.116
8081	33	male	2	medium	21.39	3.61	6	0.972
8082	34	male	3	large	30.95	4.05	6	0.679
8083	37	male	2	medium	22.64	2.36	2	0.687
8084	31	unknown	3	large	33.12	1.88	5	0.852
8085	43	male	1	small	6.01	3.99	5	0.477
8086	30	male	3	large	34.81	5.19	2	0.504
8087	50	female	2	medium	17.75	2.25	2	0.277
8088	32	unknown	2	medium	16.75	3.25	5	0.164
8089	55	male	1	small	6.41	3.59	5	0.264
8090	54	female	3	large	37.13	2.87	5	0.859
8091	38	female	3	large	30.6	4.4	4	0.427
8092	52	male	2	medium	22.18	2.82	3	0.524
8093	53	male	2	medium	18.01	1.99	1	0.613
8094	39	female	2	medium	21.42	3.58	7	0.671
8095	24	female	2	medium	20.95	4.05	1	0.671
8096	21	unknown	1	small	13.24	1.76	4	0.379
8097	22	female	1	small	12.47	2.53	7	0.699
8098	30	female	3	large	35.74	4.26	5	0.828
8099	57	male	2	medium	22.86	2.14	3	0.56
8100	22	female	2	medium	23	2	4	0.432
8101	45	male	2	medium	18.17	1.83	9	0.762
8102	60	male	3	large	34.6	5.4	1	0.153
8103	49	male	2	medium	16.67	3.33	7	0.512
8104	45	female	1	small	11.32	3.68	6	0.539
8105	44	male	2	medium	19.83	5.17	4	0.314
8106	41	unknown	3	large	36.76	3.24	1	0.095
8107	58	female	3	large	33.15	1.85	4	0.214
8108	20	unknown	2	medium	17.2	2.8	1	0.482
8109	40	unknown	1	small	13.84	1.16	6	0.537
8110	41	male	2	medium	16.83	3.17	2	0.345
8111	37	male	2	medium	21.85	3.15	5	0.535
8112	35	male	1	small	13.2	1.8	9	0.175
8113	35	male	2	medium	23.57	1.43	1	0.526
8114	46	male	2	medium	24.94	5.06	5	0.143
8115	34	male	2	medium	22.09	2.91	4	0.384
8116	55	male	2	medium	23.67	1.33	4	0.896
8117	39	unknown	2	medium	23.27	1.73	6	0.519
8118	48	female	3	large	36.71	3.29	9	0.647
8119	33	male	3	large	31.28	3.72	5	0.665
8120	29	unknown	2	medium	16.81	3.19	7	0.465
8121	33	male	3	large	30.87	4.13	5	0.641
8122	36	female	3	large	35.19	4.81	4	0.453
8123	54	male	3	large	36.11	3.89	5	0.144
8124	42	male	2	medium	18.66	1.34	3	0.779
8125	28	male	1	small	12.51	2.49	6	0.54
8126	36	male	2	medium	22.77	2.23	9	0.314
8127	50	unknown	3	large	35.6	4.4	5	0.989
8128	47	male	3	large	35.84	4.16	3	0.083
8129	47	male	3	large	30.38	4.62	5	0.649
8130	51	male	3	large	33.38	1.62	4	0.476
8131	47	female	2	medium	24.01	5.99	8	0.268
8132	44	female	3	large	36.45	3.55	6	0.322
8133	26	female	2	medium	17.29	2.71	7	0.606
8134	33	male	2	medium	16.33	3.67	3	0.545
8135	53	male	3	large	39.7	5.3	1	0.494
8136	47	male	2	medium	19.35	5.65	4	0.254
8137	23	female	2	medium	20.34	4.66	4	0.449
8138	34	female	3	large	36.35	3.65	9	0.061
8139	19	male	1	small	5.4	4.6	6	0.114
8140	42	male	2	medium	24.82	5.18	4	0.507
8141	18	male	2	medium	21.01	3.99	6	0.113
8142	39	female	3	large	33.58	1.42	5	0.617
8143	56	male	3	large	32.69	2.31	3	0.317
8144	26	male	3	large	33.72	1.28	6	0.975
8145	46	male	1	small	12.48	2.52	5	0.253
8146	23	female	1	small	7.46	2.54	9	0.642
8147	22	unknown	1	small	11.93	3.07	4	0.481
8148	52	male	1	small	10.09	4.91	6	0.33
8149	23	male	2	medium	21.81	3.19	6	0.436
